id,houses,features,constraints,solution
lgp-test-5x2-28,5,"{'name': ['Arnold', 'Eric', 'Bob', 'Alice', 'Peter'], 'heights': ['very short', 'short', 'very tall', 'average', 'tall']}","['The person who is short is in the second house.', 'The person who is tall is Alice.', 'Eric is not in the first house.', 'The person who has an average height is not in the fourth house.', 'The person who is very tall is in the first house.', 'Arnold is in the fourth house.', 'The person who is short is Peter.', 'The person who is tall is not in the third house.']","{'header': array(['House', 'Name', 'Height'], dtype=object), 'rows': array([array(['1', 'Bob', 'very tall'], dtype=object),
       array(['2', 'Peter', 'short'], dtype=object),
       array(['3', 'Eric', 'average'], dtype=object),
       array(['4', 'Arnold', 'very short'], dtype=object),
       array(['5', 'Alice', 'tall'], dtype=object)], dtype=object)}"
lgp-test-4x2-23,4,"{'name': ['Arnold', 'Eric', 'Alice', 'Peter'], 'cigar': ['prince', 'blue master', 'dunhill', 'pall mall']}","['The person who smokes Blue Master is in the first house.', 'There is one house between Arnold and the Prince smoker.', 'The Dunhill smoker is Eric.', 'The Prince smoker and Peter are next to each other.', 'The Dunhill smoker is somewhere to the left of the Prince smoker.']","{'header': array(['House', 'Name', 'Cigar'], dtype=object), 'rows': array([array(['1', 'Arnold', 'blue master'], dtype=object),
       array(['2', 'Eric', 'dunhill'], dtype=object),
       array(['3', 'Alice', 'prince'], dtype=object),
       array(['4', 'Peter', 'pall mall'], dtype=object)], dtype=object)}"
lgp-test-6x3-3,6,"{'name': ['Carol', 'Bob', 'Alice', 'Arnold', 'Eric', 'Peter'], 'vacation': ['camping', 'cultural', 'beach', 'city', 'mountain', 'cruise'], 'sports': ['swimming', 'volleyball', 'baseball', 'basketball', 'tennis', 'soccer']}","['The person who loves tennis is somewhere to the left of Peter.', 'Arnold is not in the fifth house.', 'The person who prefers city breaks and Peter are next to each other.', 'The person who enjoys camping trips is the person who loves basketball.', 'The person who likes going on cruises is Carol.', 'The person who enjoys mountain retreats is the person who loves swimming.', 'The person who loves baseball is the person who loves beach vacations.', 'Bob is the person who loves swimming.', 'The person who goes on cultural tours is the person who loves soccer.', 'The person who loves tennis is directly left of the person who enjoys mountain retreats.', 'The person who enjoys camping trips is Alice.', 'There are two houses between the person who loves tennis and Alice.', 'The person who goes on cultural tours is not in the fifth house.', 'The person who loves beach vacations is in the third house.']","{'header': array(['House', 'Name', 'Vacation', 'FavoriteSport'], dtype=object), 'rows': array([array(['1', 'Carol', 'cruise', 'tennis'], dtype=object),
       array(['2', 'Bob', 'mountain', 'swimming'], dtype=object),
       array(['3', 'Arnold', 'beach', 'baseball'], dtype=object),
       array(['4', 'Alice', 'camping', 'basketball'], dtype=object),
       array(['5', 'Eric', 'city', 'volleyball'], dtype=object),
       array(['6', 'Peter', 'cultural', 'soccer'], dtype=object)],
      dtype=object)}"
lgp-test-2x2-10,2,"{'name': ['Eric', 'Arnold'], 'models': ['ford f150', 'tesla model 3']}","['The person who owns a Ford F-150 is Arnold.', 'Arnold is in the first house.']","{'header': array(['House', 'Name', 'CarModel'], dtype=object), 'rows': array([array(['1', 'Arnold', 'ford f150'], dtype=object),
       array(['2', 'Eric', 'tesla model 3'], dtype=object)], dtype=object)}"
lgp-test-2x6-39,2,"{'name': ['Arnold', 'Eric'], 'genres': ['science fiction', 'mystery'], 'vacation': ['mountain', 'beach'], 'smoothie': ['desert', 'cherry'], 'child': ['Fred', 'Bella'], 'sports': ['basketball', 'soccer']}","[""The person's child is named Bella is Eric."", ""The person who loves soccer is the person's child is named Fred."", 'The person who likes Cherry smoothies is the person who loves mystery books.', 'The person who loves beach vacations is the person who loves mystery books.', 'The person who enjoys mountain retreats is in the second house.', 'Eric is somewhere to the right of Arnold.']","{'header': array(['House', 'Name', 'BookGenre', 'Vacation', 'Smoothie', 'Children',
       'FavoriteSport'], dtype=object), 'rows': array([array(['1', 'Arnold', 'mystery', 'beach', 'cherry', 'Fred', 'soccer'],
             dtype=object)                                                   ,
       array(['2', 'Eric', 'science fiction', 'mountain', 'desert', 'Bella',
              'basketball'], dtype=object)                                  ],
      dtype=object)}"
lgp-test-4x2-25,4,"{'name': ['Alice', 'Arnold', 'Peter', 'Eric'], 'education': ['high school', 'associate', 'bachelor', 'master']}","[""Alice is the person with an associate's degree."", 'Arnold is in the first house.', 'Peter is in the fourth house.', ""Eric is the person with a bachelor's degree."", ""Peter is the person with a master's degree."", ""The person with an associate's degree is not in the third house.""]","{'header': array(['House', 'Name', 'Education'], dtype=object), 'rows': array([array(['1', 'Arnold', 'high school'], dtype=object),
       array(['2', 'Alice', 'associate'], dtype=object),
       array(['3', 'Eric', 'bachelor'], dtype=object),
       array(['4', 'Peter', 'master'], dtype=object)], dtype=object)}"
lgp-test-4x5-14,4,"{'name': ['Peter', 'Alice', 'Eric', 'Arnold'], 'unique': ['Janelle', 'Holly', 'Aniya', 'Kailyn'], 'smoothie': ['watermelon', 'dragonfruit', 'desert', 'cherry'], 'heights': ['tall', 'average', 'short', 'very short'], 'education': ['high school', 'associate', 'master', 'bachelor']}","[""The person whose mother's name is Janelle is in the third house."", ""The Desert smoothie lover is the person with a master's degree."", 'The Desert smoothie lover is not in the first house.', 'The person who is very short is somewhere to the left of the person with a high school diploma.', 'Eric and the person who likes Cherry smoothies are next to each other.', 'The person with a high school diploma is not in the third house.', ""The person whose mother's name is Kailyn is the person with an associate's degree."", ""The person who likes Cherry smoothies is The person whose mother's name is Aniya."", ""The person who is tall is The person whose mother's name is Janelle."", 'Arnold is somewhere to the right of the person who has an average height.', 'The Dragonfruit smoothie lover is directly left of the person who is short.', 'The person who is tall is Alice.']","{'header': array(['House', 'Name', 'Mother', 'Smoothie', 'Height', 'Education'],
      dtype=object), 'rows': array([array(['1', 'Eric', 'Kailyn', 'watermelon', 'very short', 'associate'],
             dtype=object)                                                    ,
       array(['2', 'Peter', 'Aniya', 'cherry', 'average', 'high school'],
             dtype=object)                                               ,
       array(['3', 'Alice', 'Janelle', 'dragonfruit', 'tall', 'bachelor'],
             dtype=object)                                                ,
       array(['4', 'Arnold', 'Holly', 'desert', 'short', 'master'], dtype=object)],
      dtype=object)}"
lgp-test-2x2-31,2,"{'name': ['Arnold', 'Eric'], 'vacation': ['beach', 'mountain']}","['Arnold is the person who loves beach vacations.', 'The person who loves beach vacations is not in the first house.']","{'header': array(['House', 'Name', 'Vacation'], dtype=object), 'rows': array([array(['1', 'Eric', 'mountain'], dtype=object),
       array(['2', 'Arnold', 'beach'], dtype=object)], dtype=object)}"
lgp-test-4x6-19,4,"{'name': ['Eric', 'Arnold', 'Peter', 'Alice'], 'flower': ['lilies', 'roses', 'daffodils', 'carnations'], 'sports': ['swimming', 'tennis', 'soccer', 'basketball'], 'colors': ['black', 'brown', 'blonde', 'red'], 'month': ['feb', 'jan', 'april', 'sept'], 'vacation': ['cruise', 'city', 'mountain', 'beach']}","['The person who enjoys mountain retreats is in the fourth house.', 'The person whose birthday is in April and the person who loves a bouquet of daffodils are next to each other.', 'The person who likes going on cruises is the person who loves a carnations arrangement.', 'The person whose birthday is in September is the person who loves soccer.', 'Arnold is the person who loves a bouquet of daffodils.', 'Alice is in the third house.', 'The person who loves basketball is the person whose birthday is in April.', 'The person whose birthday is in February is the person who has brown hair.', 'The person who has black hair is somewhere to the left of the person who likes going on cruises.', 'The person who prefers city breaks is Eric.', 'The person who has brown hair is Arnold.', 'The person who has blonde hair is the person who loves tennis.', 'The person who loves tennis is the person who likes going on cruises.', 'The person who loves beach vacations is not in the third house.', 'The person who loves the boquet of lilies is in the first house.']","{'header': array(['House', 'Name', 'Flower', 'FavoriteSport', 'HairColor',
       'Birthday', 'Vacation'], dtype=object), 'rows': array([array(['1', 'Eric', 'lilies', 'basketball', 'black', 'april', 'city'],
             dtype=object)                                                   ,
       array(['2', 'Arnold', 'daffodils', 'swimming', 'brown', 'feb', 'beach'],
             dtype=object)                                                     ,
       array(['3', 'Alice', 'carnations', 'tennis', 'blonde', 'jan', 'cruise'],
             dtype=object)                                                     ,
       array(['4', 'Peter', 'roses', 'soccer', 'red', 'sept', 'mountain'],
             dtype=object)                                                ],
      dtype=object)}"
lgp-test-4x2-4,4,"{'name': ['Arnold', 'Alice', 'Peter', 'Eric'], 'genres': ['mystery', 'romance', 'science fiction', 'fantasy']}","['Arnold is the person who loves science fiction books.', 'The person who loves fantasy books is not in the second house.', 'Alice is not in the second house.', 'The person who loves romance books is in the first house.', 'Peter is the person who loves romance books.', 'Arnold is somewhere to the right of Alice.']","{'header': array(['House', 'Name', 'BookGenre'], dtype=object), 'rows': array([array(['1', 'Peter', 'romance'], dtype=object),
       array(['2', 'Eric', 'mystery'], dtype=object),
       array(['3', 'Alice', 'fantasy'], dtype=object),
       array(['4', 'Arnold', 'science fiction'], dtype=object)],
      dtype=object)}"
lgp-test-3x3-37,3,"{'name': ['Arnold', 'Eric', 'Peter'], 'hobby': ['cooking', 'gardening', 'photography'], 'genres': ['mystery', 'science fiction', 'romance']}","['Eric is the person who loves cooking.', 'The person who loves romance books and Arnold are next to each other.', 'The person who loves romance books is directly left of the person who loves science fiction books.', 'The person who loves romance books is the photography enthusiast.', 'The person who loves science fiction books is in the second house.']","{'header': array(['House', 'Name', 'Hobby', 'BookGenre'], dtype=object), 'rows': array([array(['1', 'Peter', 'photography', 'romance'], dtype=object),
       array(['2', 'Arnold', 'gardening', 'science fiction'], dtype=object),
       array(['3', 'Eric', 'cooking', 'mystery'], dtype=object)],
      dtype=object)}"
lgp-test-4x3-4,4,"{'name': ['Eric', 'Peter', 'Arnold', 'Alice'], 'vacation': ['mountain', 'beach', 'cruise', 'city'], 'color': ['red', 'white', 'yellow', 'green']}","['The person who loves beach vacations is the person who loves yellow.', 'Alice is the person who loves white.', 'The person whose favorite color is green is somewhere to the right of the person who likes going on cruises.', 'The person whose favorite color is red is somewhere to the right of the person whose favorite color is green.', 'Arnold is the person whose favorite color is red.', 'There are two houses between Eric and the person who prefers city breaks.']","{'header': array(['House', 'Name', 'Vacation', 'Color'], dtype=object), 'rows': array([array(['1', 'Eric', 'beach', 'yellow'], dtype=object),
       array(['2', 'Alice', 'cruise', 'white'], dtype=object),
       array(['3', 'Peter', 'mountain', 'green'], dtype=object),
       array(['4', 'Arnold', 'city', 'red'], dtype=object)], dtype=object)}"
lgp-test-5x6-11,5,"{'name': ['Alice', 'Arnold', 'Bob', 'Eric', 'Peter'], 'hobby': ['painting', 'photography', 'cooking', 'gardening', 'knitting'], 'month': ['jan', 'sept', 'mar', 'feb', 'april'], 'sports': ['swimming', 'basketball', 'tennis', 'baseball', 'soccer'], 'occupation': ['engineer', 'lawyer', 'teacher', 'doctor', 'artist'], 'education': ['bachelor', 'master', 'high school', 'doctorate', 'associate']}","['The person with a high school diploma is directly left of the person whose birthday is in February.', 'The person who loves soccer is directly left of the photography enthusiast.', 'Arnold is the person whose birthday is in January.', 'The person who is a doctor is the person who loves baseball.', 'The person who is an artist is somewhere to the left of Bob.', ""The photography enthusiast is somewhere to the right of the person with an associate's degree."", 'The photography enthusiast is directly left of the person who paints as a hobby.', 'Eric is in the fifth house.', 'The person whose birthday is in February is directly left of the person who loves tennis.', 'The person who loves baseball is somewhere to the right of the person whose birthday is in January.', 'The person who is an engineer is not in the first house.', 'Alice is not in the second house.', 'The person who enjoys gardening is somewhere to the left of the person whose birthday is in September.', 'The person who loves swimming is not in the first house.', 'The person who is a teacher is Bob.', 'Arnold is the person who enjoys knitting.', 'The person who is an artist is the person whose birthday is in March.', ""Arnold is the person with a master's degree."", 'The person whose birthday is in March is directly left of the person who is a doctor.', ""The person whose birthday is in September is the person with a bachelor's degree.""]","{'header': array(['House', 'Name', 'Hobby', 'Birthday', 'FavoriteSport',
       'Occupation', 'Education'], dtype=object), 'rows': array([array(['1', 'Arnold', 'knitting', 'jan', 'basketball', 'lawyer', 'master'],
             dtype=object)                                                        ,
       array(['2', 'Peter', 'gardening', 'mar', 'soccer', 'artist', 'associate'],
             dtype=object)                                                       ,
       array(['3', 'Alice', 'photography', 'april', 'baseball', 'doctor',
              'high school'], dtype=object)                              ,
       array(['4', 'Bob', 'painting', 'feb', 'swimming', 'teacher', 'doctorate'],
             dtype=object)                                                       ,
       array(['5', 'Eric', 'cooking', 'sept', 'tennis', 'engineer', 'bachelor'],
             dtype=object)                                                      ],
      dtype=object)}"
lgp-test-3x6-12,3,"{'name': ['Arnold', 'Peter', 'Eric'], 'child': ['Meredith', 'Fred', 'Bella'], 'month': ['jan', 'april', 'sept'], 'smoothie': ['desert', 'cherry', 'watermelon'], 'lunch': ['spaghetti', 'grilled cheese', 'pizza'], 'unique': ['Janelle', 'Aniya', 'Holly']}","['Arnold is the person who loves eating grilled cheese.', ""The person who loves the spaghetti eater and The person whose mother's name is Holly are next to each other."", 'Peter is directly left of the person whose birthday is in September.', 'The person who loves the spaghetti eater is the person whose birthday is in January.', 'The person who likes Cherry smoothies is not in the first house.', ""The person's child is named Bella is the Desert smoothie lover."", 'The person whose birthday is in September is Eric.', ""The person whose mother's name is Aniya is in the first house."", ""The person's child is named Fred is somewhere to the right of the person who likes Cherry smoothies."", 'The person who likes Cherry smoothies is the person whose birthday is in January.']","{'header': array(['House', 'Name', 'Children', 'Birthday', 'Smoothie', 'Food',
       'Mother'], dtype=object), 'rows': array([array(['1', 'Arnold', 'Bella', 'april', 'desert', 'grilled cheese',
              'Aniya'], dtype=object)                                     ,
       array(['2', 'Peter', 'Meredith', 'jan', 'cherry', 'spaghetti', 'Janelle'],
             dtype=object)                                                       ,
       array(['3', 'Eric', 'Fred', 'sept', 'watermelon', 'pizza', 'Holly'],
             dtype=object)                                                 ],
      dtype=object)}"
lgp-test-5x5-2,5,"{'name': ['Alice', 'Bob', 'Arnold', 'Eric', 'Peter'], 'genres': ['romance', 'mystery', 'biography', 'fantasy', 'science fiction'], 'month': ['sept', 'feb', 'jan', 'mar', 'april'], 'vacation': ['mountain', 'beach', 'city', 'camping', 'cruise'], 'animals': ['horse', 'bird', 'fish', 'dog', 'cat']}","['The person whose birthday is in April is the person who loves mystery books.', 'The person whose birthday is in March is somewhere to the left of the person who loves mystery books.', 'The person who loves beach vacations is Arnold.', 'The person who loves beach vacations is the person whose birthday is in January.', 'The bird keeper is directly left of Peter.', 'The person who loves science fiction books is somewhere to the left of the person whose birthday is in February.', 'The fish enthusiast is somewhere to the right of Bob.', 'The fish enthusiast is Eric.', 'The fish enthusiast is the person who loves fantasy books.', 'The person who enjoys mountain retreats is directly left of the person whose birthday is in April.', 'The person whose birthday is in April is the person who enjoys camping trips.', 'The person whose birthday is in September is the person who loves science fiction books.', 'The cat lover is the person who prefers city breaks.', 'The person who loves romance books is somewhere to the right of the person who loves science fiction books.', 'The cat lover is the person whose birthday is in February.', 'The person who keeps horses is Peter.']","{'header': array(['House', 'Name', 'BookGenre', 'Birthday', 'Vacation', 'Animal'],
      dtype=object), 'rows': array([array(['1', 'Arnold', 'biography', 'jan', 'beach', 'bird'], dtype=object),
       array(['2', 'Peter', 'science fiction', 'sept', 'cruise', 'horse'],
             dtype=object)                                                ,
       array(['3', 'Bob', 'romance', 'feb', 'city', 'cat'], dtype=object),
       array(['4', 'Eric', 'fantasy', 'mar', 'mountain', 'fish'], dtype=object),
       array(['5', 'Alice', 'mystery', 'april', 'camping', 'dog'], dtype=object)],
      dtype=object)}"
lgp-test-4x2-0,4,"{'name': ['Peter', 'Arnold', 'Alice', 'Eric'], 'occupation': ['engineer', 'artist', 'teacher', 'doctor']}","['The person who is an engineer is not in the third house.', 'The person who is a teacher is directly left of Peter.', 'The person who is an engineer is Arnold.', 'The person who is a doctor is somewhere to the right of Alice.', 'Arnold is somewhere to the left of Eric.', 'There is one house between Arnold and Alice.']","{'header': array(['House', 'Name', 'Occupation'], dtype=object), 'rows': array([array(['1', 'Arnold', 'engineer'], dtype=object),
       array(['2', 'Eric', 'artist'], dtype=object),
       array(['3', 'Alice', 'teacher'], dtype=object),
       array(['4', 'Peter', 'doctor'], dtype=object)], dtype=object)}"
lgp-test-2x3-38,2,"{'name': ['Arnold', 'Eric'], 'colors': ['black', 'brown'], 'pet': ['dog', 'cat']}","['The person who has brown hair is directly left of the person who owns a dog.', 'The person who has a cat is Arnold.']","{'header': array(['House', 'Name', 'HairColor', 'Pet'], dtype=object), 'rows': array([array(['1', 'Arnold', 'brown', 'cat'], dtype=object),
       array(['2', 'Eric', 'black', 'dog'], dtype=object)], dtype=object)}"
lgp-test-4x5-17,4,"{'name': ['Peter', 'Alice', 'Eric', 'Arnold'], 'models': ['samsung galaxy s21', 'oneplus 9', 'google pixel 6', 'iphone 13'], 'cigar': ['dunhill', 'prince', 'blue master', 'pall mall'], 'colors': ['red', 'black', 'blonde', 'brown'], 'color': ['white', 'yellow', 'red', 'green']}","['The person who uses an iPhone 13 is the person who has brown hair.', 'The person who has black hair is somewhere to the left of the Prince smoker.', 'The person who loves yellow is the person who smokes Blue Master.', 'The Dunhill smoker is the person who uses a OnePlus 9.', 'The person who uses a OnePlus 9 is directly left of the person who has red hair.', 'Alice is not in the second house.', 'The Prince smoker is somewhere to the left of the person who uses a OnePlus 9.', 'The person who smokes Blue Master is the person who uses a Samsung Galaxy S21.', 'Eric is the person who loves white.', 'The person who smokes Blue Master is directly left of the person whose favorite color is red.', 'The person partial to Pall Mall is Arnold.']","{'header': array(['House', 'Name', 'PhoneModel', 'Cigar', 'HairColor', 'Color'],
      dtype=object), 'rows': array([array(['1', 'Alice', 'samsung galaxy s21', 'blue master', 'black',
              'yellow'], dtype=object)                                   ,
       array(['2', 'Peter', 'iphone 13', 'prince', 'brown', 'red'], dtype=object),
       array(['3', 'Eric', 'oneplus 9', 'dunhill', 'blonde', 'white'],
             dtype=object)                                            ,
       array(['4', 'Arnold', 'google pixel 6', 'pall mall', 'red', 'green'],
             dtype=object)                                                  ],
      dtype=object)}"
lgp-test-4x6-15,4,"{'name': ['Eric', 'Arnold', 'Alice', 'Peter'], 'flower': ['lilies', 'roses', 'carnations', 'daffodils'], 'genres': ['fantasy', 'mystery', 'science fiction', 'romance'], 'vacation': ['city', 'beach', 'cruise', 'mountain'], 'colors': ['black', 'red', 'brown', 'blonde'], 'lunch': ['grilled cheese', 'pizza', 'stew', 'spaghetti']}","['The person who likes going on cruises is the person who has brown hair.', 'The person who loves the stew is the person who loves beach vacations.', 'Peter is the person who loves romance books.', 'There is one house between the person who has brown hair and the person who loves the spaghetti eater.', 'The person who is a pizza lover is Arnold.', 'The person who prefers city breaks is somewhere to the right of the person who loves the boquet of lilies.', 'The person who loves the stew is directly left of the person who loves mystery books.', 'The person who has black hair is directly left of the person who loves fantasy books.', 'The person who loves a carnations arrangement is directly left of the person who is a pizza lover.', 'The person who has blonde hair is not in the fourth house.', 'The person who prefers city breaks is directly left of Eric.', 'The person who loves the boquet of lilies is somewhere to the right of Alice.', 'The person who loves a bouquet of daffodils is in the fourth house.']","{'header': array(['House', 'Name', 'Flower', 'BookGenre', 'Vacation', 'HairColor',
       'Food'], dtype=object), 'rows': array([array(['1', 'Alice', 'carnations', 'science fiction', 'beach', 'blonde',
              'stew'], dtype=object)                                           ,
       array(['2', 'Arnold', 'lilies', 'mystery', 'cruise', 'brown', 'pizza'],
             dtype=object)                                                    ,
       array(['3', 'Peter', 'roses', 'romance', 'city', 'black',
              'grilled cheese'], dtype=object)                  ,
       array(['4', 'Eric', 'daffodils', 'fantasy', 'mountain', 'red',
              'spaghetti'], dtype=object)                            ],
      dtype=object)}"
lgp-test-4x5-28,4,"{'name': ['Arnold', 'Alice', 'Peter', 'Eric'], 'models': ['ford f150', 'tesla model 3', 'toyota camry', 'honda civic'], 'month': ['april', 'sept', 'feb', 'jan'], 'occupation': ['teacher', 'artist', 'engineer', 'doctor'], 'lunch': ['pizza', 'stew', 'spaghetti', 'grilled cheese']}","['The person who owns a Toyota Camry is in the first house.', 'Eric and the person who loves the spaghetti eater are next to each other.', 'The person who is an engineer is the person who loves eating grilled cheese.', 'Peter is the person who owns a Toyota Camry.', 'The person whose birthday is in April is directly left of the person whose birthday is in February.', 'The person who is a doctor is somewhere to the right of the person who is an artist.', 'The person who owns a Ford F-150 is the person who is a doctor.', 'The person whose birthday is in September is somewhere to the left of Alice.', 'Arnold is the person who is an artist.', 'The person who loves the spaghetti eater is the person who owns a Ford F-150.', 'The person who is an engineer is the person whose birthday is in April.', 'The person whose birthday is in February and the person who is a pizza lover are next to each other.', 'The person who owns a Honda Civic is Eric.']","{'header': array(['House', 'Name', 'CarModel', 'Birthday', 'Occupation', 'Food'],
      dtype=object), 'rows': array([array(['1', 'Peter', 'toyota camry', 'april', 'engineer',
              'grilled cheese'], dtype=object)                  ,
       array(['2', 'Arnold', 'tesla model 3', 'feb', 'artist', 'stew'],
             dtype=object)                                             ,
       array(['3', 'Eric', 'honda civic', 'sept', 'teacher', 'pizza'],
             dtype=object)                                            ,
       array(['4', 'Alice', 'ford f150', 'jan', 'doctor', 'spaghetti'],
             dtype=object)                                             ],
      dtype=object)}"
lgp-test-5x4-30,5,"{'name': ['Peter', 'Eric', 'Alice', 'Bob', 'Arnold'], 'unique': ['Janelle', 'Penny', 'Kailyn', 'Holly', 'Aniya'], 'child': ['Meredith', 'Bella', 'Timothy', 'Fred', 'Samantha'], 'sports': ['tennis', 'soccer', 'basketball', 'swimming', 'baseball']}","[""The person whose mother's name is Holly is the person who loves tennis."", ""The person's child is named Samantha is somewhere to the left of The person whose mother's name is Aniya."", 'The person who loves swimming is directly left of Arnold.', 'The person who loves basketball is Arnold.', 'The person who is the mother of Timothy is the person who loves swimming.', ""Bob is the person's child is named Bella."", ""The person whose mother's name is Kailyn is the person who loves baseball."", ""The person's child is named Meredith is in the second house."", ""The person's child is named Meredith is Arnold."", 'Alice is the person who is the mother of Timothy.', ""The person's child is named Samantha is Eric."", 'The person who loves soccer is not in the fourth house.', ""The person whose mother's name is Penny is the person who loves swimming."", ""The person's child is named Fred is in the fourth house."", 'The person who loves basketball and the person who loves baseball are next to each other.']","{'header': array(['House', 'Name', 'Mother', 'Children', 'FavoriteSport'],
      dtype=object), 'rows': array([array(['1', 'Alice', 'Penny', 'Timothy', 'swimming'], dtype=object),
       array(['2', 'Arnold', 'Janelle', 'Meredith', 'basketball'], dtype=object),
       array(['3', 'Eric', 'Kailyn', 'Samantha', 'baseball'], dtype=object),
       array(['4', 'Peter', 'Holly', 'Fred', 'tennis'], dtype=object),
       array(['5', 'Bob', 'Aniya', 'Bella', 'soccer'], dtype=object)],
      dtype=object)}"
lgp-test-2x3-1,2,"{'name': ['Arnold', 'Eric'], 'models': ['ford f150', 'tesla model 3'], 'animals': ['cat', 'horse']}","['Eric is directly left of the person who owns a Tesla Model 3.', 'The person who keeps horses is in the first house.']","{'header': array(['House', 'Name', 'CarModel', 'Animal'], dtype=object), 'rows': array([array(['1', 'Eric', 'ford f150', 'horse'], dtype=object),
       array(['2', 'Arnold', 'tesla model 3', 'cat'], dtype=object)],
      dtype=object)}"
lgp-test-6x4-5,6,"{'name': ['Alice', 'Eric', 'Carol', 'Bob', 'Arnold', 'Peter'], 'genres': ['biography', 'historical fiction', 'fantasy', 'romance', 'science fiction', 'mystery'], 'models': ['iphone 13', 'oneplus 9', 'xiaomi mi 11', 'huawei p50', 'samsung galaxy s21', 'google pixel 6']}","['Arnold is not in the sixth house.', 'There are two houses between the person who loves country music and the person who loves hip-hop music.', 'The person who loves romance books is Carol.', 'The person who loves biography books is somewhere to the left of the person who loves rock music.', 'The person who loves mystery books is somewhere to the right of Peter.', 'The person who loves romance books is the person who loves classical music.', 'The person who loves mystery books is directly left of the person who loves fantasy books.', 'Bob is the person who loves pop music.', 'The person who loves jazz music is somewhere to the left of the person who loves pop music.', 'Arnold is somewhere to the right of the person who loves hip-hop music.', 'The person who loves hip-hop music and the person who uses a OnePlus 9 are next to each other.', 'The person who loves science fiction books is the person who uses a Xiaomi Mi 11.', 'The person who loves classical music is in the second house.', 'The person who uses a Xiaomi Mi 11 is directly left of Eric.', 'The person who loves historical fiction books is somewhere to the left of the person who loves classical music.', 'The person who uses a Huawei P50 is Peter.', 'The person who uses a Samsung Galaxy S21 is in the fourth house.', 'The person who uses a Samsung Galaxy S21 is somewhere to the right of the person who uses an iPhone 13.']","{'header': array(['House', 'Name', 'MusicGenre', 'PhoneModel', 'BookGenre'],
      dtype=object), 'rows': array([array(['1', 'Peter', 'country', 'huawei p50', 'historical fiction'],
             dtype=object)                                                 ,
       array(['2', 'Carol', 'classical', 'iphone 13', 'romance'], dtype=object),
       array(['3', 'Alice', 'jazz', 'xiaomi mi 11', 'science fiction'],
             dtype=object)                                             ,
       array(['4', 'Eric', 'hip hop', 'samsung galaxy s21', 'biography'],
             dtype=object)                                               ,
       array(['5', 'Arnold', 'rock', 'oneplus 9', 'mystery'], dtype=object),
       array(['6', 'Bob', 'pop', 'google pixel 6', 'fantasy'], dtype=object)],
      dtype=object)}"
lgp-test-5x2-32,5,"{'name': ['Bob', 'Alice', 'Arnold', 'Peter', 'Eric'], 'occupation': ['engineer', 'artist', 'doctor', 'teacher', 'lawyer']}","['The person who is an artist is in the third house.', 'Arnold is somewhere to the left of Peter.', 'Bob is the person who is an engineer.', 'Peter and the person who is an engineer are next to each other.', 'The person who is a teacher is not in the second house.', 'The person who is a lawyer is Arnold.', 'Eric is not in the third house.', 'Alice is somewhere to the left of the person who is an engineer.', 'Alice is not in the first house.', 'Alice is not in the third house.']","{'header': array(['House', 'Name', 'Occupation'], dtype=object), 'rows': array([array(['1', 'Arnold', 'lawyer'], dtype=object),
       array(['2', 'Alice', 'doctor'], dtype=object),
       array(['3', 'Peter', 'artist'], dtype=object),
       array(['4', 'Bob', 'engineer'], dtype=object),
       array(['5', 'Eric', 'teacher'], dtype=object)], dtype=object)}"
lgp-test-6x3-18,6,"{'name': ['Arnold', 'Eric', 'Bob', 'Alice', 'Carol', 'Peter'], 'unique': ['Sarah', 'Holly', 'Janelle', 'Aniya', 'Penny', 'Kailyn'], 'pet': ['hamster', 'dog', 'bird', 'cat', 'fish', 'rabbit']}","['Bob is not in the second house.', 'There are two houses between the person who has a cat and the person who owns a rabbit.', ""The person who has a cat is directly left of The person whose mother's name is Holly."", 'The person with a pet hamster is directly left of the person who owns a rabbit.', 'The person who owns a rabbit is Eric.', 'There is one house between the person who owns a dog and the person who has a cat.', ""The person who has a cat is The person whose mother's name is Janelle."", 'Alice is directly left of Carol.', ""Carol is The person whose mother's name is Aniya."", 'Arnold is the person who has a cat.', ""The person whose mother's name is Kailyn is the person who owns a rabbit."", ""The person with an aquarium of fish is The person whose mother's name is Sarah.""]","{'header': array(['House', 'Name', 'Mother', 'Pet'], dtype=object), 'rows': array([array(['1', 'Bob', 'Penny', 'dog'], dtype=object),
       array(['2', 'Peter', 'Sarah', 'fish'], dtype=object),
       array(['3', 'Arnold', 'Janelle', 'cat'], dtype=object),
       array(['4', 'Alice', 'Holly', 'bird'], dtype=object),
       array(['5', 'Carol', 'Aniya', 'hamster'], dtype=object),
       array(['6', 'Eric', 'Kailyn', 'rabbit'], dtype=object)],
      dtype=object)}"
